,img_paths,img_labels,train_test
142,003.Sooty_Albatross/Sooty_Albatross_0021_796339.jpg,3,1
144,003.Sooty_Albatross/Sooty_Albatross_0064_796343.jpg,3,1
147,003.Sooty_Albatross/Sooty_Albatross_0017_796349.jpg,3,1
150,003.Sooty_Albatross/Sooty_Albatross_0075_796352.jpg,3,1
151,003.Sooty_Albatross/Sooty_Albatross_0068_796353.jpg,3,1
152,003.Sooty_Albatross/Sooty_Albatross_0057_796354.jpg,3,1
157,003.Sooty_Albatross/Sooty_Albatross_0058_796360.jpg,3,1
158,003.Sooty_Albatross/Sooty_Albatross_0025_796361.jpg,3,1
159,003.Sooty_Albatross/Sooty_Albatross_0041_796364.jpg,3,1
163,003.Sooty_Albatross/Sooty_Albatross_0072_796371.jpg,3,1
165,003.Sooty_Albatross/Sooty_Albatross_0014_796373.jpg,3,1
167,003.Sooty_Albatross/Sooty_Albatross_0040_796375.jpg,3,1
171,003.Sooty_Albatross/Sooty_Albatross_0079_796389.jpg,3,1
173,003.Sooty_Albatross/Sooty_Albatross_0019_796391.jpg,3,1
175,003.Sooty_Albatross/Sooty_Albatross_0022_796398.jpg,3,1
176,003.Sooty_Albatross/Sooty_Albatross_0023_796401.jpg,3,1
180,004.Groove_billed_Ani/Groove_Billed_Ani_0033_1494.jpg,4,1
181,004.Groove_billed_Ani/Groove_Billed_Ani_0069_1546.jpg,4,1
183,004.Groove_billed_Ani/Groove_Billed_Ani_0071_1559.jpg,4,1
186,004.Groove_billed_Ani/Groove_Billed_Ani_0105_1562.jpg,4,1
187,004.Groove_billed_Ani/Groove_Billed_Ani_0090_1567.jpg,4,1
188,004.Groove_billed_Ani/Groove_Billed_Ani_0019_1585.jpg,4,1
193,004.Groove_billed_Ani/Groove_Billed_Ani_0036_1604.jpg,4,1
194,004.Groove_billed_Ani/Groove_Billed_Ani_0085_1612.jpg,4,1
195,004.Groove_billed_Ani/Groove_Billed_Ani_0018_1613.jpg,4,1
196,004.Groove_billed_Ani/Groove_Billed_Ani_0007_1615.jpg,4,1
201,004.Groove_billed_Ani/Groove_Billed_Ani_0051_1650.jpg,4,1
202,004.Groove_billed_Ani/Groove_Billed_Ani_0015_1653.jpg,4,1
203,004.Groove_billed_Ani/Groove_Billed_Ani_0076_1661.jpg,4,1
205,004.Groove_billed_Ani/Groove_Billed_Ani_0002_1670.jpg,4,1
208,004.Groove_billed_Ani/Groove_Billed_Ani_0072_1696.jpg,4,1
212,004.Groove_billed_Ani/Groove_Billed_Ani_0047_1706.jpg,4,1
214,004.Groove_billed_Ani/Groove_Billed_Ani_0077_1724.jpg,4,1
215,004.Groove_billed_Ani/Groove_Billed_Ani_0091_1728.jpg,4,1
217,004.Groove_billed_Ani/Groove_Billed_Ani_0044_1731.jpg,4,1
219,004.Groove_billed_Ani/Groove_Billed_Ani_0023_1485.jpg,4,1
220,004.Groove_billed_Ani/Groove_Billed_Ani_0004_1528.jpg,4,1
221,004.Groove_billed_Ani/Groove_Billed_Ani_0056_1493.jpg,4,1
223,004.Groove_billed_Ani/Groove_Billed_Ani_0058_1751.jpg,4,1
224,004.Groove_billed_Ani/Groove_Billed_Ani_0027_1754.jpg,4,1
226,004.Groove_billed_Ani/Groove_Billed_Ani_0055_1501.jpg,4,1
227,004.Groove_billed_Ani/Groove_Billed_Ani_0065_1502.jpg,4,1
229,004.Groove_billed_Ani/Groove_Billed_Ani_0006_1763.jpg,4,1
231,004.Groove_billed_Ani/Groove_Billed_Ani_0061_1510.jpg,4,1
234,004.Groove_billed_Ani/Groove_Billed_Ani_0032_1776.jpg,4,1
237,004.Groove_billed_Ani/Groove_Billed_Ani_0012_1784.jpg,4,1
240,005.Crested_Auklet/Crested_Auklet_0061_794904.jpg,5,1
241,005.Crested_Auklet/Crested_Auklet_0018_1817.jpg,5,1
242,005.Crested_Auklet/Crested_Auklet_0010_794907.jpg,5,1
244,005.Crested_Auklet/Crested_Auklet_0029_1824.jpg,5,1
246,005.Crested_Auklet/Crested_Auklet_0013_794914.jpg,5,1
247,005.Crested_Auklet/Crested_Auklet_0047_794918.jpg,5,1
248,005.Crested_Auklet/Crested_Auklet_0005_794922.jpg,5,1
249,005.Crested_Auklet/Crested_Auklet_0019_794925.jpg,5,1
252,005.Crested_Auklet/Crested_Auklet_0032_794931.jpg,5,1
253,005.Crested_Auklet/Crested_Auklet_0057_794932.jpg,5,1
255,005.Crested_Auklet/Crested_Auklet_0045_794940.jpg,5,1
256,005.Crested_Auklet/Crested_Auklet_0001_794941.jpg,5,1
257,005.Crested_Auklet/Crested_Auklet_0039_794944.jpg,5,1
260,005.Crested_Auklet/Crested_Auklet_0052_794952.jpg,5,1
261,005.Crested_Auklet/Crested_Auklet_0012_794960.jpg,5,1
262,005.Crested_Auklet/Crested_Auklet_0003_794962.jpg,5,1
263,005.Crested_Auklet/Crested_Auklet_0033_794964.jpg,5,1
265,005.Crested_Auklet/Crested_Auklet_0062_794968.jpg,5,1
266,005.Crested_Auklet/Crested_Auklet_0073_785248.jpg,5,1
267,005.Crested_Auklet/Crested_Auklet_0067_785249.jpg,5,1
268,005.Crested_Auklet/Crested_Auklet_0066_785251.jpg,5,1
269,005.Crested_Auklet/Crested_Auklet_0076_785252.jpg,5,1
271,005.Crested_Auklet/Crested_Auklet_0071_785255.jpg,5,1
272,005.Crested_Auklet/Crested_Auklet_0077_785257.jpg,5,1
273,005.Crested_Auklet/Crested_Auklet_0069_785258.jpg,5,1
274,005.Crested_Auklet/Crested_Auklet_0075_785259.jpg,5,1
275,005.Crested_Auklet/Crested_Auklet_0072_785260.jpg,5,1
277,005.Crested_Auklet/Crested_Auklet_0063_794901.jpg,5,1
279,005.Crested_Auklet/Crested_Auklet_0030_794937.jpg,5,1
280,005.Crested_Auklet/Crested_Auklet_0040_794912.jpg,5,1
282,006.Least_Auklet/Least_Auklet_0035_1888.jpg,6,1
283,006.Least_Auklet/Least_Auklet_0050_1924.jpg,6,1
284,006.Least_Auklet/Least_Auklet_0058_1931.jpg,6,1
286,006.Least_Auklet/Least_Auklet_0016_1903.jpg,6,1
287,006.Least_Auklet/Least_Auklet_0040_795100.jpg,6,1
288,006.Least_Auklet/Least_Auklet_0015_795065.jpg,6,1
289,006.Least_Auklet/Least_Auklet_0026_795066.jpg,6,1
290,006.Least_Auklet/Least_Auklet_0043_795067.jpg,6,1
292,006.Least_Auklet/Least_Auklet_0045_795069.jpg,6,1
293,006.Least_Auklet/Least_Auklet_0008_795071.jpg,6,1
294,006.Least_Auklet/Least_Auklet_0012_795074.jpg,6,1
295,006.Least_Auklet/Least_Auklet_0018_795077.jpg,6,1
296,006.Least_Auklet/Least_Auklet_0020_795080.jpg,6,1
298,006.Least_Auklet/Least_Auklet_0017_795084.jpg,6,1
300,006.Least_Auklet/Least_Auklet_0052_795088.jpg,6,1
301,006.Least_Auklet/Least_Auklet_0027_795091.jpg,6,1
302,006.Least_Auklet/Least_Auklet_0010_795092.jpg,6,1
304,006.Least_Auklet/Least_Auklet_0060_795095.jpg,6,1
305,006.Least_Auklet/Least_Auklet_0034_795096.jpg,6,1
306,006.Least_Auklet/Least_Auklet_0042_1874.jpg,6,1
309,006.Least_Auklet/Least_Auklet_0011_795109.jpg,6,1
312,006.Least_Auklet/Least_Auklet_0030_795116.jpg,6,1
315,006.Least_Auklet/Least_Auklet_0024_795120.jpg,6,1
316,006.Least_Auklet/Least_Auklet_0029_795122.jpg,6,1
317,006.Least_Auklet/Least_Auklet_0007_795123.jpg,6,1
318,006.Least_Auklet/Least_Auklet_0057_795126.jpg,6,1
319,006.Least_Auklet/Least_Auklet_0021_795127.jpg,6,1
320,006.Least_Auklet/Least_Auklet_0054_795130.jpg,6,1
321,006.Least_Auklet/Least_Auklet_0038_795132.jpg,6,1
322,006.Least_Auklet/Least_Auklet_0063_795134.jpg,6,1
323,007.Parakeet_Auklet/Parakeet_Auklet_0004_795921.jpg,7,1
325,007.Parakeet_Auklet/Parakeet_Auklet_0027_795925.jpg,7,1
326,007.Parakeet_Auklet/Parakeet_Auklet_0056_795926.jpg,7,1
327,007.Parakeet_Auklet/Parakeet_Auklet_0012_795927.jpg,7,1
330,007.Parakeet_Auklet/Parakeet_Auklet_0007_795932.jpg,7,1
331,007.Parakeet_Auklet/Parakeet_Auklet_0041_795933.jpg,7,1
332,007.Parakeet_Auklet/Parakeet_Auklet_0035_795934.jpg,7,1
333,007.Parakeet_Auklet/Parakeet_Auklet_0038_795935.jpg,7,1
334,007.Parakeet_Auklet/Parakeet_Auklet_0069_795936.jpg,7,1
335,007.Parakeet_Auklet/Parakeet_Auklet_0073_795939.jpg,7,1
337,007.Parakeet_Auklet/Parakeet_Auklet_0036_795943.jpg,7,1
338,007.Parakeet_Auklet/Parakeet_Auklet_0028_795944.jpg,7,1
340,007.Parakeet_Auklet/Parakeet_Auklet_0043_795948.jpg,7,1
341,007.Parakeet_Auklet/Parakeet_Auklet_0045_795953.jpg,7,1
344,007.Parakeet_Auklet/Parakeet_Auklet_0047_795956.jpg,7,1
346,007.Parakeet_Auklet/Parakeet_Auklet_0062_795958.jpg,7,1
348,007.Parakeet_Auklet/Parakeet_Auklet_0042_795961.jpg,7,1
352,007.Parakeet_Auklet/Parakeet_Auklet_0080_795965.jpg,7,1
354,007.Parakeet_Auklet/Parakeet_Auklet_0065_795969.jpg,7,1
357,007.Parakeet_Auklet/Parakeet_Auklet_0001_795972.jpg,7,1
358,007.Parakeet_Auklet/Parakeet_Auklet_0059_795973.jpg,7,1
360,007.Parakeet_Auklet/Parakeet_Auklet_0025_795975.jpg,7,1
361,007.Parakeet_Auklet/Parakeet_Auklet_0074_795976.jpg,7,1
363,007.Parakeet_Auklet/Parakeet_Auklet_0048_795980.jpg,7,1
365,007.Parakeet_Auklet/Parakeet_Auklet_0003_795982.jpg,7,1
366,007.Parakeet_Auklet/Parakeet_Auklet_0032_795986.jpg,7,1
367,007.Parakeet_Auklet/Parakeet_Auklet_0019_795987.jpg,7,1
373,007.Parakeet_Auklet/Parakeet_Auklet_0076_796001.jpg,7,1
374,007.Parakeet_Auklet/Parakeet_Auklet_0078_2004.jpg,7,1
375,007.Parakeet_Auklet/Parakeet_Auklet_0024_2045.jpg,7,1
376,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0028_2056.jpg,8,1
377,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0020_2195.jpg,8,1
378,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0021_2089.jpg,8,1
379,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0043_2096.jpg,8,1
384,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0023_797501.jpg,8,1
387,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0016_2114.jpg,8,1
389,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0030_797509.jpg,8,1
391,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0006_797512.jpg,8,1
392,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0019_797513.jpg,8,1
394,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0032_797516.jpg,8,1
395,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0018_797517.jpg,8,1
396,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0031_797518.jpg,8,1
397,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0026_797519.jpg,8,1
398,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0029_797520.jpg,8,1
399,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0007_797521.jpg,8,1
400,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0014_797522.jpg,8,1
401,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0024_797529.jpg,8,1
402,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0011_797530.jpg,8,1
403,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0008_797531.jpg,8,1
405,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0050_797534.jpg,8,1
408,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0013_797537.jpg,8,1
410,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0009_797539.jpg,8,1
412,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0049_797543.jpg,8,1
413,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0038_797544.jpg,8,1
414,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0010_797545.jpg,8,1
415,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0017_2155.jpg,8,1
416,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0015_2160.jpg,8,1
417,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0012_2161.jpg,8,1
420,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0033_2169.jpg,8,1
422,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0005_2111.jpg,8,1
425,009.Brewer_Blackbird/Brewer_Blackbird_0139_2567.jpg,9,1
426,009.Brewer_Blackbird/Brewer_Blackbird_0140_2586.jpg,9,1
427,009.Brewer_Blackbird/Brewer_Blackbird_0082_2593.jpg,9,1
428,009.Brewer_Blackbird/Brewer_Blackbird_0135_2607.jpg,9,1
430,009.Brewer_Blackbird/Brewer_Blackbird_0095_2610.jpg,9,1
431,009.Brewer_Blackbird/Brewer_Blackbird_0035_2611.jpg,9,1
432,009.Brewer_Blackbird/Brewer_Blackbird_0111_2613.jpg,9,1
435,009.Brewer_Blackbird/Brewer_Blackbird_0087_2622.jpg,9,1
436,009.Brewer_Blackbird/Brewer_Blackbird_0026_2625.jpg,9,1
440,009.Brewer_Blackbird/Brewer_Blackbird_0142_2636.jpg,9,1
443,009.Brewer_Blackbird/Brewer_Blackbird_0078_2659.jpg,9,1
445,009.Brewer_Blackbird/Brewer_Blackbird_0014_2679.jpg,9,1
451,009.Brewer_Blackbird/Brewer_Blackbird_0032_2214.jpg,9,1
455,009.Brewer_Blackbird/Brewer_Blackbird_0109_2232.jpg,9,1
459,009.Brewer_Blackbird/Brewer_Blackbird_0018_2261.jpg,9,1
460,009.Brewer_Blackbird/Brewer_Blackbird_0030_2268.jpg,9,1
463,009.Brewer_Blackbird/Brewer_Blackbird_0103_2273.jpg,9,1
464,009.Brewer_Blackbird/Brewer_Blackbird_0074_2277.jpg,9,1
465,009.Brewer_Blackbird/Brewer_Blackbird_0002_2278.jpg,9,1
466,009.Brewer_Blackbird/Brewer_Blackbird_0115_2279.jpg,9,1
468,009.Brewer_Blackbird/Brewer_Blackbird_0131_2289.jpg,9,1
469,009.Brewer_Blackbird/Brewer_Blackbird_0064_2290.jpg,9,1
470,009.Brewer_Blackbird/Brewer_Blackbird_0132_2293.jpg,9,1
473,009.Brewer_Blackbird/Brewer_Blackbird_0045_2303.jpg,9,1
475,009.Brewer_Blackbird/Brewer_Blackbird_0097_2322.jpg,9,1
476,009.Brewer_Blackbird/Brewer_Blackbird_0133_2324.jpg,9,1
477,009.Brewer_Blackbird/Brewer_Blackbird_0070_2325.jpg,9,1
478,009.Brewer_Blackbird/Brewer_Blackbird_0116_2327.jpg,9,1
480,009.Brewer_Blackbird/Brewer_Blackbird_0112_2340.jpg,9,1
481,009.Brewer_Blackbird/Brewer_Blackbird_0079_2343.jpg,9,1
483,010.Red_winged_Blackbird/Red_Winged_Blackbird_0091_4096.jpg,10,1
484,010.Red_winged_Blackbird/Red_Winged_Blackbird_0059_4612.jpg,10,1
485,010.Red_winged_Blackbird/Red_Winged_Blackbird_0054_4625.jpg,10,1
488,010.Red_winged_Blackbird/Red_Winged_Blackbird_0079_4527.jpg,10,1
489,010.Red_winged_Blackbird/Red_Winged_Blackbird_0075_4953.jpg,10,1
490,010.Red_winged_Blackbird/Red_Winged_Blackbird_0005_5636.jpg,10,1
494,010.Red_winged_Blackbird/Red_Winged_Blackbird_0049_5598.jpg,10,1
495,010.Red_winged_Blackbird/Red_Winged_Blackbird_0023_5257.jpg,10,1
496,010.Red_winged_Blackbird/Red_Winged_Blackbird_0093_5948.jpg,10,1
499,010.Red_winged_Blackbird/Red_Winged_Blackbird_0060_4688.jpg,10,1
501,010.Red_winged_Blackbird/Red_Winged_Blackbird_0061_4196.jpg,10,1
503,010.Red_winged_Blackbird/Red_Winged_Blackbird_0101_6244.jpg,10,1
504,010.Red_winged_Blackbird/Red_Winged_Blackbird_0028_4709.jpg,10,1
506,010.Red_winged_Blackbird/Red_Winged_Blackbird_0001_3695.jpg,10,1
510,010.Red_winged_Blackbird/Red_Winged_Blackbird_0012_6015.jpg,10,1
514,010.Red_winged_Blackbird/Red_Winged_Blackbird_0046_4242.jpg,10,1
517,010.Red_winged_Blackbird/Red_Winged_Blackbird_0032_4004.jpg,10,1
519,010.Red_winged_Blackbird/Red_Winged_Blackbird_0040_4522.jpg,10,1
522,010.Red_winged_Blackbird/Red_Winged_Blackbird_0014_3761.jpg,10,1
523,010.Red_winged_Blackbird/Red_Winged_Blackbird_0021_3767.jpg,10,1
526,010.Red_winged_Blackbird/Red_Winged_Blackbird_0081_6081.jpg,10,1
528,010.Red_winged_Blackbird/Red_Winged_Blackbird_0052_5575.jpg,10,1
529,010.Red_winged_Blackbird/Red_Winged_Blackbird_0096_5019.jpg,10,1
530,010.Red_winged_Blackbird/Red_Winged_Blackbird_0066_5070.jpg,10,1
532,010.Red_winged_Blackbird/Red_Winged_Blackbird_0020_4050.jpg,10,1
534,010.Red_winged_Blackbird/Red_Winged_Blackbird_0085_5846.jpg,10,1
536,010.Red_winged_Blackbird/Red_Winged_Blackbird_0025_5342.jpg,10,1
538,010.Red_winged_Blackbird/Red_Winged_Blackbird_0105_4842.jpg,10,1
540,010.Red_winged_Blackbird/Red_Winged_Blackbird_0044_5621.jpg,10,1
541,010.Red_winged_Blackbird/Red_Winged_Blackbird_0055_4345.jpg,10,1
543,011.Rusty_Blackbird/Rusty_Blackbird_0086_6658.jpg,11,1
544,011.Rusty_Blackbird/Rusty_Blackbird_0113_6664.jpg,11,1
546,011.Rusty_Blackbird/Rusty_Blackbird_0054_6676.jpg,11,1
548,011.Rusty_Blackbird/Rusty_Blackbird_0016_6684.jpg,11,1
551,011.Rusty_Blackbird/Rusty_Blackbird_0091_6695.jpg,11,1
553,011.Rusty_Blackbird/Rusty_Blackbird_0031_6699.jpg,11,1
554,011.Rusty_Blackbird/Rusty_Blackbird_0019_6704.jpg,11,1
556,011.Rusty_Blackbird/Rusty_Blackbird_0085_6713.jpg,11,1
558,011.Rusty_Blackbird/Rusty_Blackbird_0076_6716.jpg,11,1
560,011.Rusty_Blackbird/Rusty_Blackbird_0087_6727.jpg,11,1
561,011.Rusty_Blackbird/Rusty_Blackbird_0122_6736.jpg,11,1
563,011.Rusty_Blackbird/Rusty_Blackbird_0073_6744.jpg,11,1
565,011.Rusty_Blackbird/Rusty_Blackbird_0023_6752.jpg,11,1
567,011.Rusty_Blackbird/Rusty_Blackbird_0017_6755.jpg,11,1
569,011.Rusty_Blackbird/Rusty_Blackbird_0114_6760.jpg,11,1
573,011.Rusty_Blackbird/Rusty_Blackbird_0011_7028.jpg,11,1
574,011.Rusty_Blackbird/Rusty_Blackbird_0102_6590.jpg,11,1
575,011.Rusty_Blackbird/Rusty_Blackbird_0006_6633.jpg,11,1
576,011.Rusty_Blackbird/Rusty_Blackbird_0001_6548.jpg,11,1
580,011.Rusty_Blackbird/Rusty_Blackbird_0036_6550.jpg,11,1
586,011.Rusty_Blackbird/Rusty_Blackbird_0107_6839.jpg,11,1
587,011.Rusty_Blackbird/Rusty_Blackbird_0074_6585.jpg,11,1
590,011.Rusty_Blackbird/Rusty_Blackbird_0009_6853.jpg,11,1
592,011.Rusty_Blackbird/Rusty_Blackbird_0108_6867.jpg,11,1
594,011.Rusty_Blackbird/Rusty_Blackbird_0033_6879.jpg,11,1
595,011.Rusty_Blackbird/Rusty_Blackbird_0101_6880.jpg,11,1
597,011.Rusty_Blackbird/Rusty_Blackbird_0048_6632.jpg,11,1
598,011.Rusty_Blackbird/Rusty_Blackbird_0093_6628.jpg,11,1
599,011.Rusty_Blackbird/Rusty_Blackbird_0121_6637.jpg,11,1
600,011.Rusty_Blackbird/Rusty_Blackbird_0032_6611.jpg,11,1
604,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0074_8452.jpg,12,1
605,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0031_8456.jpg,12,1
606,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0095_8458.jpg,12,1
610,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0086_8487.jpg,12,1
611,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0057_8236.jpg,12,1
612,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0082_8577.jpg,12,1
613,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0008_8756.jpg,12,1
616,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0017_8511.jpg,12,1
618,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0025_8262.jpg,12,1
619,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0041_8264.jpg,12,1
620,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0018_8588.jpg,12,1
624,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0040_7514.jpg,12,1
625,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0026_8545.jpg,12,1
627,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0020_8549.jpg,12,1
628,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0091_8555.jpg,12,1
629,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0083_8300.jpg,12,1
630,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0062_8310.jpg,12,1
632,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0089_8326.jpg,12,1
634,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0077_8332.jpg,12,1
635,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0003_8337.jpg,12,1
